ID,Education,educationText,Field2,fieldText2,Field,fieldText,profCode,engineering,postsecondary,STEM,FieldNew,fieldTextNew,row,col,professionExtra,proftext,profession,professionExtra2
295,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
296,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
297,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
298,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
299,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
300,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
301,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
302,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
303,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
304,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
305,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
306,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
307,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
308,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
309,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
310,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
311,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
312,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
313,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
314,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
315,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
316,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
317,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
318,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
319,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
320,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
321,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
322,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
323,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
324,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
325,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
326,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
327,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
328,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
329,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
330,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
331,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
332,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
333,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
334,2,SomeC,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
335,1,HS,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
336,1,HS,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
337,1,HS,0,na,0,na,11,0,0,0,0,na,0,0,1,other,11,1
338,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
339,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
340,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
341,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
342,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
343,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
344,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
345,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
346,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
347,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
348,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
349,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
350,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
351,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
352,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
353,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
354,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
355,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
356,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
357,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
358,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
359,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
360,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
361,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
362,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
363,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
364,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
365,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
366,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
367,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
368,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
369,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
370,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
371,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
372,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
373,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
374,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
375,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
376,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
377,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
378,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
379,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
380,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
381,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
382,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
383,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
384,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
385,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
386,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
387,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
388,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
389,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
390,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
391,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
392,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
393,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
394,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
395,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
396,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
397,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
398,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
399,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
400,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
401,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
402,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
403,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
404,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
405,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
406,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
407,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
408,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
409,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
410,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
411,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
412,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
413,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
414,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
415,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
416,1,HS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
417,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
418,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
419,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
420,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
421,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
422,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
423,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
424,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
425,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
426,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
427,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
428,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
429,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
430,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
431,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
432,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
433,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
434,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
435,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
436,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
437,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
438,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
439,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
440,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
441,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
442,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
443,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
444,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
445,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
446,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
447,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
448,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
449,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
450,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
451,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
452,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
453,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
454,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
455,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
456,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
457,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
458,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
459,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
460,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
461,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
462,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
463,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
464,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
465,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
466,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
467,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
468,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
469,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
470,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
471,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
472,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
473,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
474,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
475,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
476,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
477,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
478,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
479,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
480,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
481,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
482,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
483,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
484,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
485,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
486,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
487,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
488,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
489,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
490,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
491,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
492,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
493,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
494,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
495,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
496,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
497,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
498,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
499,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
500,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
501,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
502,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
503,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
504,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
505,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
506,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
507,0,NoHS,0,na,0,na,0,0,0,0,0,na,0,0,0,na,0,0
